"areaCode","population"
"E02006352",7070
"E02006353",6369
"E02006354",9781
"E02006355",10424
"E02006356",12372
"E02006357",6339
"E02006358",9528
"E02006359",6395
"E02006360",8266
"E02006361",5705
"E02006362",6691
"E02006363",6221
"E02006364",7627
"E02006365",6232
"E02006366",7986
"E02006367",5837
"E02006368",5537
"E02006369",6219
"E02006370",6273
"E02006371",7329
"E02006372",6508
"E02006373",7662
"E02006374",7123
"E02006375",6720
"E02006376",9164
"E02006377",6112
"E02006378",9022
"E02006379",6631
"E02006380",7077
"E02006381",7204
"E02006382",6646
"E02006383",10341
"E02006384",11147
"E02006385",11738
"E02006386",8449
"E02006387",6623
"E02006388",9111
"E02006389",6993
"E02006390",8800
"E02006391",7792
"E02006392",9178
"E02006393",6813
"E02006394",13191
"E02006395",9733
"E02006396",6139
"E02006397",6728
"E02006398",8453
"E02006399",11931
"E02006400",5915
"E02006401",10584
"E02006402",9937
"E02006403",6467
"E02006404",7776
"E02006405",10904
"E02006406",8761
"E02006407",8802
"E02006408",8551
"E02006409",6824
"E02006410",8386
"E02006411",7100
"E02006412",7431
"E02006413",6086
"E02006414",6197
"E02006415",6559
"E02006416",8379
"E02006417",6065
"E02006418",6720
"E02006419",8140
"E02006420",7775
"E02006421",9029
"E02006422",6131
"E02006423",11196
"E02006424",6348
"E02006425",6561
"E02006426",5545
"E02006427",7416
"E02006429",7879
"E02006430",9758
"E02006431",11470
"E02006432",5850
"E02006433",9515
"E02006434",6521
"E02006435",6238
"E02006436",6098
"E02006437",8756
"E02006438",8186
"E02006439",5935
"E02006440",6988
"E02006441",8452
"E02006442",6279
"E02006443",7338
"E02006444",7121
"E02006445",8111
"E02006446",6914
"E02006447",6393
"E02006448",7380
"E02006449",6985
"E02006450",7263
"E02006451",11403
"E02006453",8116
"E02006454",6706
"E02006455",6182
"E02006456",7595
"E02006457",9004
"E02006458",8999
"E02006459",10435
"E02006460",8993
"E02006461",6818
"E02006462",8011
"E02006463",10850
"E02006464",6589
"E02006465",5945
"E02006466",10668
"E02006467",6886
"E02006468",11011
"E02006469",9200
"E02006470",12021
"E02006471",6947
"E02006472",9549
"E02006473",10160
"E02006474",6376
"E02006475",8483
"E02006476",8809
"E02006477",7547
"E02006478",7802
"E02006479",9244
"E02006480",7466
"E02006481",7006
"E02006482",7122
"E02006483",8172
"E02006484",7587
"E02006485",6367
"E02006486",6958
"E02006487",6876
"E02006488",6096
"E02006489",8063
"E02006490",7720
"E02006492",13368
"E02006493",10428
"E02006494",7578
"E02006495",7587
"E02006496",7080
"E02006497",8379
"E02006498",13373
"E02006499",5882
"E02006500",5970
"E02006501",10036
"E02006502",10730
"E02006503",8524
"E02006504",5825
"E02006505",6780
"E02006506",5942
"E02006507",9801
"E02006508",10365
"E02006509",6101
"E02006510",6933
"E02006511",9992
"E02006512",12317
"E02006513",8301
"E02006514",9366
"E02006515",10555
"E02006516",9318
"E02006517",8938
"E02006518",9564
"E02006519",7449
"E02006520",8026
"E02006521",7140
"E02006522",5240
"E02006523",12927
"E02006524",5479
"E02006525",13678
"E02006526",8408
"E02006527",9651
"E02006528",11079
"E02006529",12585
"E02006530",11630
"E02006531",10937
"E02006532",9710
"E02006533",9814
"E02006534",8873
"E02006535",7309
"E02006536",7408
"E02006537",10681
"E02006538",9173
"E02006539",7248
"E02006540",5756
"E02006541",7853
"E02006542",5649
"E02006543",5537
"E02006544",10756
"E02006545",10644
"E02006546",10431
"E02006547",6548
"E02006548",9509
"E02006549",5966
"E02006550",9251
"E02006551",8062
"E02006552",7300
"E02006553",8975
"E02006554",6630
"E02006555",7921
"E02006556",9996
"E02006557",8081
"E02006558",11853
"E02006559",8317
"E02006560",9332
"E02006561",6814
"E02006562",6043
"E02006563",5810
"E02006564",7918
"E02006565",7991
"E02006566",7939
"E02006567",7313
"E02006568",11904
"E02006569",8586
"E02006570",9267
"E02006571",8892
"E02006572",10684
"E02006573",11207
"E02006574",10761
"E02006575",8665
"E02006576",8933
"E02006577",8502
"E02006578",11365
"E02006579",8082
"E02006580",8231
"E02006581",9237
"E02006582",7749
"E02006583",9203
"E02006584",7687
"E02006585",7708
"E02006586",8067
"E02006587",8980
"E02006588",9119
"E02006589",11360
"E02006590",9104
"E02006591",8415
"E02006592",6698
"E02006593",11461
"E02006594",10428
"E02006595",8801
"E02006596",9313
"E02006597",10911
"E02006598",5528
"E02006599",6870
"E02006600",9895
"E02006601",8838
"E02006602",8433
"E02006603",8617
"E02006604",13047
"E02006605",6519
"E02006606",8589
"E02006607",8102
"E02006608",6351
"E02006609",6982
"E02006610",7526
"E02006611",11341
"E02006612",12053
"E02006613",7926
"E02006614",11972
"E02006615",7056
"E02006616",9050
"E02006617",9322
"E02006618",6299
"E02006619",8930
"E02006620",9957
"E02006621",7648
"E02006622",7975
"E02006623",8115
"E02006624",7481
"E02006625",8050
"E02006626",9368
"E02006627",9229
"E02006628",9287
"E02006629",7986
"E02006630",8753
"E02006631",10288
"E02006632",8308
"E02006633",8082
"E02006634",8633
"E02006635",8533
"E02006636",6987
"E02006637",10990
"E02006638",6256
"E02006639",8466
"E02006640",7389
"E02006641",8167
"E02006642",5653
"E02006643",18085
"E02006644",6525
"E02006645",7834
"E02006646",7739
"E02006647",5958
"E02006648",6109
"E02006649",7521
"E02006650",12984
"E02006651",7475
"E02006652",9603
"E02006653",9662
"E02006654",9395
"E02006655",7454
"E02006656",6809
"E02006657",10868
"E02006658",7540
"E02006659",7934
"E02006660",13452
"E02006661",10805
"E02006662",6188
"E02006663",12354
"E02006664",6403
"E02006665",6735
"E02006666",6680
"E02006667",6813
"E02006668",5871
"E02006669",10301
"E02006670",6742
"E02006671",6108
"E02006672",9072
"E02006673",4988
"E02006674",5962
"E02006675",7947
"E02006676",6313
"E02006677",8030
"E02006678",7600
"E02006679",11414
"E02006680",7406
"E02006681",5812
"E02006682",10010
"E02006683",8413
"E02006684",6673
"E02006685",10216
"E02006686",5537
"E02006687",7686
"E02006688",5624
"E02006689",6885
"E02006690",6536
"E02006691",14614
"E02006692",5661
"E02006693",5962
"E02006694",6201
"E02006695",6441
"E02006696",7162
"E02006697",7506
"E02006698",6523
"E02006699",6065
"E02006700",6260
"E02006701",7020
"E02006702",6125
"E02006703",7722
"E02006704",7115
"E02006705",7299
"E02006706",7452
"E02006707",6993
"E02006708",8470
"E02006709",8169
"E02006710",8199
"E02006711",8299
"E02006712",7358
"E02006713",6438
"E02006714",5650
"E02006715",8639
"E02006716",6397
"E02006717",6470
"E02006718",6217
"E02006719",7893
"E02006720",7138
"E02006721",6168
"E02006722",5415
"E02006723",8783
"E02006724",7207
"E02006725",5582
"E02006726",6557
"E02006727",5983
"E02006728",7152
"E02006729",7112
"E02006730",6660
"E02006731",5609
"E02006732",7004
"E02006733",6029
"E02006734",8076
"E02006735",5496
"E02006736",6281
"E02006737",8170
"E02006738",8994
"E02006739",5691
"E02006740",7783
"E02006741",6029
"E02006742",8836
"E02006743",6550
"E02006744",7420
"E02006745",8167
"E02006746",8332
"E02006747",5397
"E02006748",7985
"E02006749",5279
"E02006750",5442
"E02006751",5991
"E02006752",7467
"E02006753",6885
"E02006754",5672
"E02006755",5721
"E02006756",6317
"E02006757",7081
"E02006758",6025
"E02006759",8096
"E02006760",9214
"E02006761",6695
"E02006762",6820
"E02006763",8708
"E02006764",6105
"E02006765",6193
"E02006766",7737
"E02006767",9106
"E02006768",6883
"E02006769",7010
"E02006770",8542
"E02006771",6834
"E02006772",6552
"E02006773",8439
"E02006774",7579
"E02006775",6073
"E02006776",6419
"E02006777",7054
"E02006778",7014
"E02006779",7931
"E02006780",5855
"E02006781",2224
"E02006782",8051
"E02006783",7664
"E02006784",8084
"E02006785",6651
"E02006786",7459
"E02006787",8148
"E02006788",7583
"E02006789",6492
"E02006790",7858
"E02006791",6787
"E02006792",8941
"E02006793",10192
"E02006794",8576
"E02006795",8016
"E02006796",9281
"E02006798",8314
"E02006799",11138
"E02006800",14488
"E02006801",11332
"E02006802",8341
"E02006803",8935
"E02006804",8409
"E02006805",9512
"E02006806",8565
"E02006807",7822
"E02006808",6565
"E02006809",10279
"E02006810",10441
"E02006811",10232
"E02006812",7548
"E02006813",7829
"E02006814",8136
"E02006815",10593
"E02006816",7756
"E02006817",8828
"E02006818",8205
"E02006819",8103
"E02006820",10653
"E02006821",6575
"E02006822",9181
"E02006823",8765
"E02006824",9305
"E02006825",6602
"E02006826",9804
"E02006827",8090
"E02006828",6991
"E02006829",7096
"E02006830",6873
"E02006831",6312
"E02006832",6044
"E02006833",11986
"E02006834",7543
"E02006835",6051
"E02006836",8540
"E02006837",11139
"E02006838",6886
"E02006839",8762
"E02006840",10945
"E02006841",9612
"E02006842",5500
"E02006843",21171
"E02006844",11223
"E02006845",9897
"E02006846",9249
"E02006847",9628
"E02006848",8154
"E02006849",9606
"E02006850",13603
"E02006851",11575
"E02006852",11620
"E02006853",11106
"E02006854",8379
"E02006855",7070
"E02006856",12731
"E02006857",8958
"E02006858",7373
"E02006859",8163
"E02006860",15516
"E02006861",13893
"E02006862",6506
"E02006863",12126
"E02006864",8613
"E02006865",8143
"E02006866",8491
"E02006867",7879
"E02006868",13564
"E02006869",11049
"E02006870",14485
"E02006871",12022
"E02006872",13044
"E02006873",9469
"E02006874",9864
"E02006875",13597
"E02006876",8414
"E02006877",9725
"E02006878",11399
"E02006879",7589
"E02006880",7165
"E02006881",10076
"E02006882",14198
"E02006883",5879
"E02006884",12544
"E02006885",7929
"E02006886",13243
"E02006887",9713
"E02006888",7242
"E02006889",8202
"E02006890",8856
"E02006891",7702
"E02006892",6381
"E02006893",10272
"E02006894",14641
"E02006895",9818
"E02006896",7434
"E02006897",8433
"E02006898",8195
"E02006899",8386
"E02006900",15672
"E02006901",15561
"E02006902",7355
"E02006903",11217
"E02006904",12272
"E02006905",7782
"E02006906",12656
"E02006907",6796
"E02006908",5715
"E02006909",11906
"E02006910",10200
"E02006911",15455
"E02006912",18057
"E02006913",7404
"E02006914",10813
"E02006915",9485
"E02006916",6596
"E02006917",7347
"E02006918",9450
"E02006919",11076
"E02006920",8562
"E02006921",8666
"E02006922",13943
"E02006924",13767
"E02006925",14035
"E02006926",8257
"E02006927",10462
"E02006928",12139
"E02006929",13019
"E02006930",9127
"E02006931",9806
"E02006932",17515
"E02006933",8539
"E02006934",8381
